User Query,Intent,Locations,Dates,Recommendation
"User is looking for hotel booking in Kolkata, Bangalore.",hotel_booking,"Kolkata, Bangalore",2024-09-01,No specific recommendation for this route.
"User is looking for flight booking in Jaipur, Pune.",flight_booking,"Jaipur, Pune",2024-08-13,No specific recommendation for this route.
"User is looking for hotel booking in Mumbai, Bangalore.",hotel_booking,"Mumbai, Bangalore",2024-03-27,No specific recommendation for this route.
"User is looking for car rental in Chennai, Jaipur.",car_rental,"Chennai, Jaipur",2024-09-27,No specific recommendation for this route.
"User is looking for flight booking in Bangalore, Mumbai.",flight_booking,"Bangalore, Mumbai",2024-02-10,No specific recommendation for this route.
"User is looking for hotel booking in Bangalore, Hyderabad.",hotel_booking,"Bangalore, Hyderabad",2024-05-26,No specific recommendation for this route.
"User is looking for flight booking in Delhi, Bangalore.",flight_booking,"Delhi, Bangalore",2024-07-25,No specific recommendation for this route.
"User is looking for travel advisory in Bangalore, Bangalore.",travel_advisory,"Bangalore, Bangalore",2024-08-25,No specific recommendation for this route.
"User is looking for travel advisory in Jaipur, Pune.",travel_advisory,"Jaipur, Pune",2024-11-11,No specific recommendation for this route.
"User is looking for travel advisory in Kolkata, Mumbai.",travel_advisory,"Kolkata, Mumbai",2024-08-17,No specific recommendation for this route.
"User is looking for travel advisory in Pune, Bangalore.",travel_advisory,"Pune, Bangalore",2024-04-22,No specific recommendation for this route.
"User is looking for hotel booking in Bangalore, Delhi.",hotel_booking,"Bangalore, Delhi",2024-11-20,No specific recommendation for this route.
"User is looking for travel advisory in Delhi, Jaipur.",travel_advisory,"Delhi, Jaipur",2024-02-16,No specific recommendation for this route.
"User is looking for hotel booking in Mumbai, Jaipur.",hotel_booking,"Mumbai, Jaipur",2024-12-14,No specific recommendation for this route.
"User is looking for hotel booking in Hyderabad, Delhi.",hotel_booking,"Hyderabad, Delhi",2024-12-24,No specific recommendation for this route.
"User is looking for flight booking in Pune, Mumbai.",flight_booking,"Pune, Mumbai",2024-07-15,No specific recommendation for this route.
"User is looking for travel advisory in Pune, Pune.",travel_advisory,"Pune, Pune",2024-02-08,No specific recommendation for this route.
"User is looking for hotel booking in Pune, Kolkata.",hotel_booking,"Pune, Kolkata",2024-02-15,No specific recommendation for this route.
"User is looking for travel advisory in Delhi, Jaipur.",travel_advisory,"Delhi, Jaipur",2024-08-23,No specific recommendation for this route.
"User is looking for flight booking in Chennai, Kolkata.",flight_booking,"Chennai, Kolkata",2024-12-07,No specific recommendation for this route.
"User is looking for hotel booking in Chennai, Jaipur.",hotel_booking,"Chennai, Jaipur",2024-10-25,No specific recommendation for this route.
"User is looking for hotel booking in Pune, Chennai.",hotel_booking,"Pune, Chennai",2024-01-07,No specific recommendation for this route.
"User is looking for hotel booking in Jaipur, Kolkata.",hotel_booking,"Jaipur, Kolkata",2024-02-06,No specific recommendation for this route.
"User is looking for car rental in Delhi, Pune.",car_rental,"Delhi, Pune",2024-12-11,No specific recommendation for this route.
"User is looking for car rental in Pune, Hyderabad.",car_rental,"Pune, Hyderabad",2024-05-15,No specific recommendation for this route.
"User is looking for car rental in Bangalore, Delhi.",car_rental,"Bangalore, Delhi",2024-06-18,No specific recommendation for this route.
"User is looking for flight booking in Jaipur, Kolkata.",flight_booking,"Jaipur, Kolkata",2024-03-09,No specific recommendation for this route.
"User is looking for travel advisory in Bangalore, Delhi.",travel_advisory,"Bangalore, Delhi",2024-10-13,No specific recommendation for this route.
"User is looking for travel advisory in Bangalore, Kolkata.",travel_advisory,"Bangalore, Kolkata",2024-01-22,No specific recommendation for this route.
"User is looking for hotel booking in Mumbai, Jaipur.",hotel_booking,"Mumbai, Jaipur",2024-07-08,No specific recommendation for this route.
"User is looking for car rental in Chennai, Chennai.",car_rental,"Chennai, Chennai",2024-06-02,No specific recommendation for this route.
"User is looking for travel advisory in Hyderabad, Bangalore.",travel_advisory,"Hyderabad, Bangalore",2024-01-09,No specific recommendation for this route.
"User is looking for car rental in Chennai, Pune.",car_rental,"Chennai, Pune",2024-02-09,No specific recommendation for this route.
"User is looking for travel advisory in Bangalore, Bangalore.",travel_advisory,"Bangalore, Bangalore",2024-01-09,No specific recommendation for this route.
"User is looking for hotel booking in Jaipur, Pune.",hotel_booking,"Jaipur, Pune",2024-12-03,No specific recommendation for this route.
"User is looking for hotel booking in Hyderabad, Pune.",hotel_booking,"Hyderabad, Pune",2024-05-15,No specific recommendation for this route.
"User is looking for travel advisory in Hyderabad, Bangalore.",travel_advisory,"Hyderabad, Bangalore",2024-06-10,No specific recommendation for this route.
"User is looking for car rental in Jaipur, Hyderabad.",car_rental,"Jaipur, Hyderabad",2024-12-25,No specific recommendation for this route.
"User is looking for travel advisory in Pune, Jaipur.",travel_advisory,"Pune, Jaipur",2024-03-17,No specific recommendation for this route.
"User is looking for hotel booking in Mumbai, Jaipur.",hotel_booking,"Mumbai, Jaipur",2024-06-15,No specific recommendation for this route.
"User is looking for hotel booking in Chennai, Mumbai.",hotel_booking,"Chennai, Mumbai",2024-11-16,No specific recommendation for this route.
"User is looking for hotel booking in Hyderabad, Pune.",hotel_booking,"Hyderabad, Pune",2024-08-02,No specific recommendation for this route.
"User is looking for car rental in Bangalore, Pune.",car_rental,"Bangalore, Pune",2024-11-21,No specific recommendation for this route.
"User is looking for car rental in Bangalore, Bangalore.",car_rental,"Bangalore, Bangalore",2024-09-03,No specific recommendation for this route.
"User is looking for flight booking in Mumbai, Bangalore.",flight_booking,"Mumbai, Bangalore",2024-05-23,No specific recommendation for this route.
"User is looking for hotel booking in Chennai, Bangalore.",hotel_booking,"Chennai, Bangalore",2024-09-25,No specific recommendation for this route.
"User is looking for travel advisory in Bangalore, Kolkata.",travel_advisory,"Bangalore, Kolkata",2024-01-27,No specific recommendation for this route.
"User is looking for flight booking in Bangalore, Kolkata.",flight_booking,"Bangalore, Kolkata",2024-07-28,No specific recommendation for this route.
"User is looking for car rental in Pune, Chennai.",car_rental,"Pune, Chennai",2024-10-07,No specific recommendation for this route.
"User is looking for flight booking in Mumbai, Hyderabad.",flight_booking,"Mumbai, Hyderabad",2024-08-18,No specific recommendation for this route.
"User is looking for flight booking in Jaipur, Kolkata.",flight_booking,"Jaipur, Kolkata",2024-09-22,No specific recommendation for this route.
"User is looking for travel advisory in Kolkata, Chennai.",travel_advisory,"Kolkata, Chennai",2024-10-22,No specific recommendation for this route.
"User is looking for travel advisory in Pune, Pune.",travel_advisory,"Pune, Pune",2024-08-18,No specific recommendation for this route.
"User is looking for travel advisory in Bangalore, Pune.",travel_advisory,"Bangalore, Pune",2024-07-09,No specific recommendation for this route.
"User is looking for travel advisory in Kolkata, Jaipur.",travel_advisory,"Kolkata, Jaipur",2024-09-26,No specific recommendation for this route.
"User is looking for car rental in Hyderabad, Kolkata.",car_rental,"Hyderabad, Kolkata",2024-09-08,No specific recommendation for this route.
"User is looking for flight booking in Delhi, Chennai.",flight_booking,"Delhi, Chennai",2024-02-14,No specific recommendation for this route.
"User is looking for flight booking in Mumbai, Delhi.",flight_booking,"Mumbai, Delhi",2024-06-17,No specific recommendation for this route.
"User is looking for hotel booking in Bangalore, Bangalore.",hotel_booking,"Bangalore, Bangalore",2024-01-16,No specific recommendation for this route.
"User is looking for hotel booking in Delhi, Chennai.",hotel_booking,"Delhi, Chennai",2024-06-23,No specific recommendation for this route.
"User is looking for car rental in Delhi, Delhi.",car_rental,"Delhi, Delhi",2024-10-04,No specific recommendation for this route.
"User is looking for flight booking in Bangalore, Bangalore.",flight_booking,"Bangalore, Bangalore",2024-12-22,No specific recommendation for this route.
"User is looking for hotel booking in Kolkata, Hyderabad.",hotel_booking,"Kolkata, Hyderabad",2024-08-20,No specific recommendation for this route.
"User is looking for hotel booking in Mumbai, Bangalore.",hotel_booking,"Mumbai, Bangalore",2024-06-27,No specific recommendation for this route.
"User is looking for car rental in Chennai, Kolkata.",car_rental,"Chennai, Kolkata",2024-02-13,No specific recommendation for this route.
"User is looking for hotel booking in Bangalore, Hyderabad.",hotel_booking,"Bangalore, Hyderabad",2024-10-09,No specific recommendation for this route.
"User is looking for flight booking in Hyderabad, Hyderabad.",flight_booking,"Hyderabad, Hyderabad",2024-10-22,No specific recommendation for this route.
"User is looking for travel advisory in Kolkata, Chennai.",travel_advisory,"Kolkata, Chennai",2024-01-12,No specific recommendation for this route.
"User is looking for car rental in Jaipur, Kolkata.",car_rental,"Jaipur, Kolkata",2024-07-06,No specific recommendation for this route.
"User is looking for hotel booking in Delhi, Jaipur.",hotel_booking,"Delhi, Jaipur",2024-06-22,No specific recommendation for this route.
"User is looking for hotel booking in Hyderabad, Chennai.",hotel_booking,"Hyderabad, Chennai",2024-01-22,No specific recommendation for this route.
"User is looking for car rental in Kolkata, Kolkata.",car_rental,"Kolkata, Kolkata",2024-09-25,No specific recommendation for this route.
"User is looking for hotel booking in Mumbai, Chennai.",hotel_booking,"Mumbai, Chennai",2024-07-09,No specific recommendation for this route.
"User is looking for travel advisory in Mumbai, Mumbai.",travel_advisory,"Mumbai, Mumbai",2024-10-17,No specific recommendation for this route.
"User is looking for travel advisory in Chennai, Bangalore.",travel_advisory,"Chennai, Bangalore",2024-03-08,No specific recommendation for this route.
"User is looking for flight booking in Delhi, Pune.",flight_booking,"Delhi, Pune",2024-06-20,No specific recommendation for this route.
"User is looking for travel advisory in Jaipur, Kolkata.",travel_advisory,"Jaipur, Kolkata",2024-04-15,No specific recommendation for this route.
"User is looking for flight booking in Mumbai, Bangalore.",flight_booking,"Mumbai, Bangalore",2024-02-06,No specific recommendation for this route.
"User is looking for flight booking in Bangalore, Kolkata.",flight_booking,"Bangalore, Kolkata",2024-08-27,No specific recommendation for this route.
"User is looking for travel advisory in Mumbai, Mumbai.",travel_advisory,"Mumbai, Mumbai",2024-01-16,No specific recommendation for this route.
"User is looking for travel advisory in Mumbai, Chennai.",travel_advisory,"Mumbai, Chennai",2024-04-28,No specific recommendation for this route.
"User is looking for flight booking in Chennai, Mumbai.",flight_booking,"Chennai, Mumbai",2024-07-15,No specific recommendation for this route.
"User is looking for travel advisory in Kolkata, Chennai.",travel_advisory,"Kolkata, Chennai",2024-05-21,No specific recommendation for this route.
"User is looking for flight booking in Kolkata, Mumbai.",flight_booking,"Kolkata, Mumbai",2024-04-07,No specific recommendation for this route.
"User is looking for hotel booking in Kolkata, Mumbai.",hotel_booking,"Kolkata, Mumbai",2024-05-06,No specific recommendation for this route.
"User is looking for flight booking in Pune, Hyderabad.",flight_booking,"Pune, Hyderabad",2024-04-17,No specific recommendation for this route.
"User is looking for hotel booking in Delhi, Chennai.",hotel_booking,"Delhi, Chennai",2024-01-24,No specific recommendation for this route.
